input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id
2449554,2449534,2449514,2449496,2449476,2449436,2449414,2449394,2449374,2449356,3
2449534,2449514,2449496,2449476,2449436,2449414,2449394,2449374,2449356,2449336,3
2449514,2449496,2449476,2449436,2449414,2449394,2449374,2449356,2449336,2449294,3
2449496,2449476,2449436,2449414,2449394,2449374,2449356,2449336,2449294,2449274,3
2449476,2449436,2449414,2449394,2449374,2449356,2449336,2449294,2449274,2449254,3
2449436,2449414,2449394,2449374,2449356,2449336,2449294,2449274,2449254,2449234,3
2449414,2449394,2449374,2449356,2449336,2449294,2449274,2449254,2449234,2449214,3
2449394,2449374,2449356,2449336,2449294,2449274,2449254,2449234,2449214,2449191,3
2449374,2449356,2449336,2449294,2449274,2449254,2449234,2449214,2449191,2449154,3
2449356,2449336,2449294,2449274,2449254,2449234,2449214,2449191,2449154,2449134,3
2449336,2449294,2449274,2449254,2449234,2449214,2449191,2449154,2449134,2449114,3
2449294,2449274,2449254,2449234,2449214,2449191,2449154,2449134,2449114,2449094,3
2449274,2449254,2449234,2449214,2449191,2449154,2449134,2449114,2449094,2449074,3
2449254,2449234,2449214,2449191,2449154,2449134,2449114,2449094,2449074,2449056,3
2449234,2449214,2449191,2449154,2449134,2449114,2449094,2449074,2449056,2449014,3
2449214,2449191,2449154,2449134,2449114,2449094,2449074,2449056,2449014,2448994,3
2449191,2449154,2449134,2449114,2449094,2449074,2449056,2449014,2448994,2448974,3
2449154,2449134,2449114,2449094,2449074,2449056,2449014,2448994,2448974,2448954,3
2449134,2449114,2449094,2449074,2449056,2449014,2448994,2448974,2448954,2448934,3
2449114,2449094,2449074,2449056,2449014,2448994,2448974,2448954,2448934,2448914,3
2449094,2449074,2449056,2449014,2448994,2448974,2448954,2448934,2448914,2448874,3
2449074,2449056,2449014,2448994,2448974,2448954,2448934,2448914,2448874,2448856,3
2449056,2449014,2448994,2448974,2448954,2448934,2448914,2448874,2448856,2448834,3
2449014,2448994,2448974,2448954,2448934,2448914,2448874,2448856,2448834,2448814,3
2448994,2448974,2448954,2448934,2448914,2448874,2448856,2448834,2448814,2448794,3
2448974,2448954,2448934,2448914,2448874,2448856,2448834,2448814,2448794,2448774,3
2448954,2448934,2448914,2448874,2448856,2448834,2448814,2448794,2448774,2448736,3
2448934,2448914,2448874,2448856,2448834,2448814,2448794,2448774,2448736,2448716,3
2448914,2448874,2448856,2448834,2448814,2448794,2448774,2448736,2448716,2448696,3
2448874,2448856,2448834,2448814,2448794,2448774,2448736,2448716,2448696,2448676,3
2448856,2448834,2448814,2448794,2448774,2448736,2448716,2448696,2448676,2448654,3
2448834,2448814,2448794,2448774,2448736,2448716,2448696,2448676,2448654,2448634,3
2448814,2448794,2448774,2448736,2448716,2448696,2448676,2448654,2448634,2448594,3
2448794,2448774,2448736,2448716,2448696,2448676,2448654,2448634,2448594,2448574,3
2448774,2448736,2448716,2448696,2448676,2448654,2448634,2448594,2448574,2448554,3
2448736,2448716,2448696,2448676,2448654,2448634,2448594,2448574,2448554,2448534,3
2448716,2448696,2448676,2448654,2448634,2448594,2448574,2448554,2448534,2448514,3
2448696,2448676,2448654,2448634,2448594,2448574,2448554,2448534,2448514,2448496,3
2448676,2448654,2448634,2448594,2448574,2448554,2448534,2448514,2448496,2448454,3
2448654,2448634,2448594,2448574,2448554,2448534,2448514,2448496,2448454,2448436,3
2448634,2448594,2448574,2448554,2448534,2448514,2448496,2448454,2448436,2448416,3
2448594,2448574,2448554,2448534,2448514,2448496,2448454,2448436,2448416,2448394,3
2448574,2448554,2448534,2448514,2448496,2448454,2448436,2448416,2448394,2448374,3
2448554,2448534,2448514,2448496,2448454,2448436,2448416,2448394,2448374,2448356,3
2448534,2448514,2448496,2448454,2448436,2448416,2448394,2448374,2448356,2448314,3
2448514,2448496,2448454,2448436,2448416,2448394,2448374,2448356,2448314,2448294,3
2448496,2448454,2448436,2448416,2448394,2448374,2448356,2448314,2448294,2448276,3
2448454,2448436,2448416,2448394,2448374,2448356,2448314,2448294,2448276,2448256,3
2448436,2448416,2448394,2448374,2448356,2448314,2448294,2448276,2448256,2448236,3
2448416,2448394,2448374,2448356,2448314,2448294,2448276,2448256,2448236,2448214,3
2448394,2448374,2448356,2448314,2448294,2448276,2448256,2448236,2448214,2448174,3
2448374,2448356,2448314,2448294,2448276,2448256,2448236,2448214,2448174,2448156,3
2448356,2448314,2448294,2448276,2448256,2448236,2448214,2448174,2448156,2448136,3
2448314,2448294,2448276,2448256,2448236,2448214,2448174,2448156,2448136,2448116,3
2448294,2448276,2448256,2448236,2448214,2448174,2448156,2448136,2448116,2448094,3
2448276,2448256,2448236,2448214,2448174,2448156,2448136,2448116,2448094,2448074,3
2448256,2448236,2448214,2448174,2448156,2448136,2448116,2448094,2448074,2448034,3
2448236,2448214,2448174,2448156,2448136,2448116,2448094,2448074,2448034,2448016,3
2448214,2448174,2448156,2448136,2448116,2448094,2448074,2448034,2448016,2447996,3
2448174,2448156,2448136,2448116,2448094,2448074,2448034,2448016,2447996,2447976,3
2448156,2448136,2448116,2448094,2448074,2448034,2448016,2447996,2447976,2447954,3
2448136,2448116,2448094,2448074,2448034,2448016,2447996,2447976,2447954,2447934,3
2448116,2448094,2448074,2448034,2448016,2447996,2447976,2447954,2447934,2447894,3
2448094,2448074,2448034,2448016,2447996,2447976,2447954,2447934,2447894,2447874,3
2448074,2448034,2448016,2447996,2447976,2447954,2447934,2447894,2447874,2447854,3
2448034,2448016,2447996,2447976,2447954,2447934,2447894,2447874,2447854,2447834,3
2448016,2447996,2447976,2447954,2447934,2447894,2447874,2447854,2447834,2447814,3
2447996,2447976,2447954,2447934,2447894,2447874,2447854,2447834,2447814,2447794,3
2447976,2447954,2447934,2447894,2447874,2447854,2447834,2447814,2447794,2447756,3
2447954,2447934,2447894,2447874,2447854,2447834,2447814,2447794,2447756,2447734,3
2447934,2447894,2447874,2447854,2447834,2447814,2447794,2447756,2447734,2447714,3
2447894,2447874,2447854,2447834,2447814,2447794,2447756,2447734,2447714,2447694,3
2447874,2447854,2447834,2447814,2447794,2447756,2447734,2447714,2447694,2447671,3
2447854,2447834,2447814,2447794,2447756,2447734,2447714,2447694,2447671,2447651,3
2447834,2447814,2447794,2447756,2447734,2447714,2447694,2447671,2447651,2447616,3
2447814,2447794,2447756,2447734,2447714,2447694,2447671,2447651,2447616,2447596,3
2447794,2447756,2447734,2447714,2447694,2447671,2447651,2447616,2447596,2447576,3
2447756,2447734,2447714,2447694,2447671,2447651,2447616,2447596,2447576,2447556,3
2447734,2447714,2447694,2447671,2447651,2447616,2447596,2447576,2447556,2447536,3
2447714,2447694,2447671,2447651,2447616,2447596,2447576,2447556,2447536,2447516,3
2447694,2447671,2447651,2447616,2447596,2447576,2447556,2447536,2447516,2447476,3
2447671,2447651,2447616,2447596,2447576,2447556,2447536,2447516,2447476,2447456,3
2447651,2447616,2447596,2447576,2447556,2447536,2447516,2447476,2447456,2447436,3
2447341,2447321,2447301,2447281,2447261,2447221,2447201,2447181,2447161,2447141,4
2447321,2447301,2447281,2447261,2447221,2447201,2447181,2447161,2447141,2447121,4
2447301,2447281,2447261,2447221,2447201,2447181,2447161,2447141,2447121,2447081,4
2447281,2447261,2447221,2447201,2447181,2447161,2447141,2447121,2447081,2447061,4
2447261,2447221,2447201,2447181,2447161,2447141,2447121,2447081,2447061,2447041,4
2447221,2447201,2447181,2447161,2447141,2447121,2447081,2447061,2447041,2447021,4
2447201,2447181,2447161,2447141,2447121,2447081,2447061,2447041,2447021,2447001,4
2447181,2447161,2447141,2447121,2447081,2447061,2447041,2447021,2447001,2446981,4
2447161,2447141,2447121,2447081,2447061,2447041,2447021,2447001,2446981,2446941,4
2447141,2447121,2447081,2447061,2447041,2447021,2447001,2446981,2446941,2446921,4
2447121,2447081,2447061,2447041,2447021,2447001,2446981,2446941,2446921,2446901,4
2447081,2447061,2447041,2447021,2447001,2446981,2446941,2446921,2446901,2446881,4
2447061,2447041,2447021,2447001,2446981,2446941,2446921,2446901,2446881,2446861,4
2447041,2447021,2447001,2446981,2446941,2446921,2446901,2446881,2446861,2446841,4
2447021,2447001,2446981,2446941,2446921,2446901,2446881,2446861,2446841,2446801,4
2447001,2446981,2446941,2446921,2446901,2446881,2446861,2446841,2446801,2446781,4
2446981,2446941,2446921,2446901,2446881,2446861,2446841,2446801,2446781,2446761,4
2446941,2446921,2446901,2446881,2446861,2446841,2446801,2446781,2446761,2446741,4
2446661,2446641,2446618,2446601,2446581,2446541,2446521,2446501,2446481,2446461,5
2446641,2446618,2446601,2446581,2446541,2446521,2446501,2446481,2446461,2446441,5
2446618,2446601,2446581,2446541,2446521,2446501,2446481,2446461,2446441,2446401,5
2446601,2446581,2446541,2446521,2446501,2446481,2446461,2446441,2446401,2446381,5
2446581,2446541,2446521,2446501,2446481,2446461,2446441,2446401,2446381,2446361,5
2446541,2446521,2446501,2446481,2446461,2446441,2446401,2446381,2446361,2446341,5
2446521,2446501,2446481,2446461,2446441,2446401,2446381,2446361,2446341,2446321,5
2446501,2446481,2446461,2446441,2446401,2446381,2446361,2446341,2446321,2446301,5
2446481,2446461,2446441,2446401,2446381,2446361,2446341,2446321,2446301,2446261,5
2446461,2446441,2446401,2446381,2446361,2446341,2446321,2446301,2446261,2446241,5
2446441,2446401,2446381,2446361,2446341,2446321,2446301,2446261,2446241,2446223,5
2446401,2446381,2446361,2446341,2446321,2446301,2446261,2446241,2446223,2446201,5
2446381,2446361,2446341,2446321,2446301,2446261,2446241,2446223,2446201,2446181,5
2446361,2446341,2446321,2446301,2446261,2446241,2446223,2446201,2446181,2446161,5
2446341,2446321,2446301,2446261,2446241,2446223,2446201,2446181,2446161,2446118,5
2446321,2446301,2446261,2446241,2446223,2446201,2446181,2446161,2446118,2446101,5
2446301,2446261,2446241,2446223,2446201,2446181,2446161,2446118,2446101,2446078,5
2446261,2446241,2446223,2446201,2446181,2446161,2446118,2446101,2446078,2446061,5
2446241,2446223,2446201,2446181,2446161,2446118,2446101,2446078,2446061,2446041,5
2446223,2446201,2446181,2446161,2446118,2446101,2446078,2446061,2446041,2446021,5
2446201,2446181,2446161,2446118,2446101,2446078,2446061,2446041,2446021,2445981,5
2446181,2446161,2446118,2446101,2446078,2446061,2446041,2446021,2445981,2445961,5
2446161,2446118,2446101,2446078,2446061,2446041,2446021,2445981,2445961,2445941,5
2446118,2446101,2446078,2446061,2446041,2446021,2445981,2445961,2445941,2445921,5
2446101,2446078,2446061,2446041,2446021,2445981,2445961,2445941,2445921,2445901,5
2446078,2446061,2446041,2446021,2445981,2445961,2445941,2445921,2445901,2445883,5
2446061,2446041,2446021,2445981,2445961,2445941,2445921,2445901,2445883,2445841,5
2446041,2446021,2445981,2445961,2445941,2445921,2445901,2445883,2445841,2445821,5
2446021,2445981,2445961,2445941,2445921,2445901,2445883,2445841,2445821,2445801,5
2445981,2445961,2445941,2445921,2445901,2445883,2445841,2445821,2445801,2445781,5
2445961,2445941,2445921,2445901,2445883,2445841,2445821,2445801,2445781,2445761,5
2445941,2445921,2445901,2445883,2445841,2445821,2445801,2445781,2445761,2445741,5
2445921,2445901,2445883,2445841,2445821,2445801,2445781,2445761,2445741,2445701,5
2445901,2445883,2445841,2445821,2445801,2445781,2445761,2445741,2445701,2445683,5
2445883,2445841,2445821,2445801,2445781,2445761,2445741,2445701,2445683,2445663,5
2445841,2445821,2445801,2445781,2445761,2445741,2445701,2445683,2445663,2445640,5
2445821,2445801,2445781,2445761,2445741,2445701,2445683,2445663,2445640,2445621,5
2445801,2445781,2445761,2445741,2445701,2445683,2445663,2445640,2445621,2445603,5
2445781,2445761,2445741,2445701,2445683,2445663,2445640,2445621,2445603,2445561,5
2445761,2445741,2445701,2445683,2445663,2445640,2445621,2445603,2445561,2445541,5
2445741,2445701,2445683,2445663,2445640,2445621,2445603,2445561,2445541,2445521,5
2445701,2445683,2445663,2445640,2445621,2445603,2445561,2445541,2445521,2445503,5
2445683,2445663,2445640,2445621,2445603,2445561,2445541,2445521,2445503,2445481,5
2445663,2445640,2445621,2445603,2445561,2445541,2445521,2445503,2445481,2445461,5
2445640,2445621,2445603,2445561,2445541,2445521,2445503,2445481,2445461,2445421,5
2445621,2445603,2445561,2445541,2445521,2445503,2445481,2445461,2445421,2445401,5
2445603,2445561,2445541,2445521,2445503,2445481,2445461,2445421,2445401,2445381,5
2445561,2445541,2445521,2445503,2445481,2445461,2445421,2445401,2445381,2445361,5
2445541,2445521,2445503,2445481,2445461,2445421,2445401,2445381,2445361,2445341,5
2445521,2445503,2445481,2445461,2445421,2445401,2445381,2445361,2445341,2445323,5
2445503,2445481,2445461,2445421,2445401,2445381,2445361,2445341,2445323,2445281,5
2445481,2445461,2445421,2445401,2445381,2445361,2445341,2445323,2445281,2445263,5
2445461,2445421,2445401,2445381,2445361,2445341,2445323,2445281,2445263,2445243,5
2445421,2445401,2445381,2445361,2445341,2445323,2445281,2445263,2445243,2445223,5
2445401,2445381,2445361,2445341,2445323,2445281,2445263,2445243,2445223,2445203,5
